AWP | Phobos (Factory New),M4A1-S | Nitro (Field-Tested),Chef d'Escadron Rouchard | Gendarmerie Nationale,Desert Eagle | Blue Ply (Factory New),MP5-SD | Acid Wash (Factory New),SCAR-20 | Carbon Fiber (Factory New),MAG-7 | Carbon Fiber (Factory New),PP-Bizon | Candy Apple (Minimal Wear),FAMAS | Colony (Minimal Wear),XM1014 | Blue Spruce (Field-Tested),Dual Berettas | Contractor (Well-Worn),P90 | Elite Build (Well-Worn),AK-47 | Elite Build (Minimal Wear),USP-S | Pathfinder (Factory New),Glock-18 | Wraiths (Minimal Wear),MAC-10 | Candy Apple (Field-Tested),SSG 08 | Parallax (Field-Tested),Nova | Candy Apple (Minimal Wear),UMP-45 | Carbon Fiber (Factory New),StatTrak™ AUG | Triqua (Battle-Scarred),SG 553 | Phantom (Field-Tested),Total
"1,81€","2,19€","5,14€","0,78€","0,73€","0,27€","0,63€","0,13€","0,04€","0,04€","0,04€","0,12€","2,16€","12,81€","0,31€","0,21€","1,08€","0,13€","0,21€","0,15€","0,15€",29.13€
